second;src;dst;packetcount;src_ratio;dst_ratio;src_duration_ratio;dst_duration_ratio;TotalPacketDuration;TotalPacketLenght;src_packet_ratio;dst_packet_ratio;DioCount;DisCount;DaoCount;OtherMsg;label
61.0;4.0;32.0;1.0;0.1666666716337204;0.6666666865348816;0.0339350216090679;0.6561058163642883;0.029998779296875;37.0;0.1097922846674919;0.4391691386699676;0.0;0.0;0.0;1.0;1.0
65.0;3.0;32.0;1.0;0.5;0.5;0.9871510863304138;0.9871510863304138;0.3300018310546875;37.0;0.2661870419979095;0.2661870419979095;0.0;0.0;0.0;1.0;2.0
61.0;4.0;32.0;1.0;0.1666666716337204;0.6666666865348816;0.0339350216090679;0.6561058163642883;0.029998779296875;37.0;0.1097922846674919;0.4391691386699676;0.0;0.0;0.0;1.0;3.0
65.0;3.0;33.0;1.0;0.5;0.5;0.9871510863304138;0.9871510863304138;0.3300018310546875;37.0;0.2661870419979095;0.2661870419979095;0.0;0.0;0.0;1.0;4.0
65.0;3.0;32.0;1.0;0.5;0.5;0.9871510863304138;0.9871510863304138;0.3300018310546875;37.0;0.2661870419979095;0.2661870419979095;0.0;0.0;0.0;1.0;5.0
61.0;7.0;32.0;1.0;0.1666666716337204;0.6666666865348816;0.5882315039634705;0.6561058163642883;0.5200004577636719;37.0;0.1097922846674919;0.4391691386699676;0.0;0.0;0.0;1.0;1.0
65.0;36.0;35.0;1.0;0.5;0.5;0.0128488941118121;0.0128488941118121;0.0042953491210937;102.0;0.7338129281997681;0.7338129281997681;1.0;0.0;0.0;0.0;2.0
61.0;7.0;32.0;1.0;0.1666666716337204;0.6666666865348816;0.5882315039634705;0.6561058163642883;0.5200004577636719;37.0;0.1097922846674919;0.4391691386699676;0.0;0.0;0.0;1.0;3.0
65.0;37.0;36.0;1.0;0.5;0.5;0.0128488941118121;0.0128488941118121;0.0042953491210937;102.0;0.7338129281997681;0.7338129281997681;1.0;0.0;0.0;0.0;4.0
65.0;36.0;35.0;1.0;0.5;0.5;0.0128488941118121;0.0128488941118121;0.0042953491210937;102.0;0.7338129281997681;0.7338129281997681;1.0;0.0;0.0;0.0;5.0
61.0;22.0;16.0;1.0;0.1666666716337204;0.1666666716337204;0.0045309984125196;0.0045309984125196;0.0040054321289062;93.0;0.2759643793106079;0.2759643793106079;0.0;0.0;1.0;0.0;1.0
66.0;34.0;49.0;1.0;0.3333333432674408;1.0;0.0;1.0;0.0;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;2.0
61.0;22.0;16.0;1.0;0.1666666716337204;0.1666666716337204;0.0045309984125196;0.0045309984125196;0.0040054321289062;93.0;0.2759643793106079;0.2759643793106079;0.0;0.0;1.0;0.0;3.0
66.0;35.0;51.0;1.0;0.3333333432674408;1.0;0.0;1.0;0.0;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;4.0
66.0;34.0;49.0;1.0;0.3333333432674408;1.0;0.0;1.0;0.0;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;5.0
62.0;22.0;16.0;1.0;0.25;0.25;0.0043926779180765;0.0043926779180765;0.0040397644042968;94.0;0.3122923672199249;0.3122923672199249;0.0;0.0;1.0;0.0;1.0
66.0;39.0;49.0;1.0;0.3333333432674408;1.0;0.3333306014537811;1.0;0.30999755859375;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;2.0
62.0;22.0;16.0;1.0;0.25;0.25;0.0043926779180765;0.0043926779180765;0.0040397644042968;94.0;0.3122923672199249;0.3122923672199249;0.0;0.0;1.0;0.0;3.0
66.0;40.0;51.0;1.0;0.3333333432674408;1.0;0.3333306014537811;1.0;0.30999755859375;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;4.0
66.0;39.0;49.0;1.0;0.3333333432674408;1.0;0.3333306014537811;1.0;0.30999755859375;26.0;0.1756756752729416;1.0;0.0;1.0;0.0;1.0;5.0
62.0;16.0;22.0;2.0;0.5;0.5;0.00610992917791;0.00610992917791;0.0056190490722656;111.0;0.3687707781791687;0.3687707781791687;0.0;0.0;0.0;2.0;1.0
66.0;41.0;49.0;1.0;0.3333333432674408;1.0;0.6666694283485413;1.0;0.6200027465820312;96.0;0.6486486196517944;1.0;1.0;0.0;0.0;0.0;2.0
62.0;16.0;22.0;2.0;0.5;0.5;0.00610992917791;0.00610992917791;0.0056190490722656;111.0;0.3687707781791687;0.3687707781791687;0.0;0.0;0.0;2.0;3.0
66.0;42.0;51.0;1.0;0.3333333432674408;1.0;0.6666694283485413;1.0;0.6200027465820312;96.0;0.6486486196517944;1.0;1.0;0.0;0.0;0.0;4.0
66.0;41.0;49.0;1.0;0.3333333432674408;1.0;0.6666694283485413;1.0;0.6200027465820312;96.0;0.6486486196517944;1.0;1.0;0.0;0.0;0.0;5.0
62.0;44.0;49.0;1.0;0.25;0.25;0.9894973635673524;0.9894973635673524;0.9099998474121094;96.0;0.3189368844032287;0.3189368844032287;1.0;0.0;0.0;0.0;1.0
67.0;35.0;49.0;1.0;1.0;1.0;1.0;1.0;0.6599960327148438;96.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0
62.0;44.0;49.0;1.0;0.25;0.25;0.9894973635673524;0.9894973635673524;0.9099998474121094;96.0;0.3189368844032287;0.3189368844032287;1.0;0.0;0.0;0.0;3.0
67.0;36.0;51.0;1.0;1.0;1.0;1.0;1.0;0.6599960327148438;96.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0
67.0;35.0;49.0;1.0;1.0;1.0;1.0;1.0;0.6599960327148438;96.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0
63.0;24.0;16.0;2.0;1.0;1.0;1.0;1.0;0.0080490112304687;187.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0
68.0;39.0;35.0;1.0;0.5;0.5;0.7081760764122009;0.7081760764122009;0.0042953491210937;102.0;0.8159999847412109;0.8159999847412109;1.0;0.0;0.0;0.0;2.0
63.0;24.0;16.0;2.0;1.0;1.0;1.0;1.0;0.0080490112304687;187.0;1.0;1.0;0.0;0.0;2.0;0.0;3.0
68.0;40.0;36.0;1.0;0.5;0.5;0.7081760764122009;0.7081760764122009;0.0042953491210937;102.0;0.8159999847412109;0.8159999847412109;1.0;0.0;0.0;0.0;4.0
68.0;39.0;35.0;1.0;0.5;0.5;0.7081760764122009;0.7081760764122009;0.0042953491210937;102.0;0.8159999847412109;0.8159999847412109;1.0;0.0;0.0;0.0;5.0
64.0;16.0;24.0;2.0;0.6666666865348816;0.6666666865348816;0.004507980775088;0.004507980775088;0.005615234375;111.0;0.5362318754196167;0.5362318754196167;0.0;0.0;0.0;2.0;1.0
68.0;3.0;0.0;1.0;0.5;0.5;0.2918238937854767;0.2918238937854767;0.00177001953125;23.0;0.1840000003576278;0.1840000003576278;0.0;0.0;0.0;1.0;2.0
64.0;16.0;24.0;2.0;0.6666666865348816;0.6666666865348816;0.004507980775088;0.004507980775088;0.005615234375;111.0;0.5362318754196167;0.5362318754196167;0.0;0.0;0.0;2.0;3.0
68.0;3.0;0.0;1.0;0.5;0.5;0.2918238937854767;0.2918238937854767;0.00177001953125;23.0;0.1840000003576278;0.1840000003576278;0.0;0.0;0.0;1.0;4.0
68.0;3.0;0.0;1.0;0.5;0.5;0.2918238937854767;0.2918238937854767;0.00177001953125;23.0;0.1840000003576278;0.1840000003576278;0.0;0.0;0.0;1.0;5.0
64.0;45.0;49.0;1.0;0.3333333432674408;0.3333333432674408;0.9954920411109924;0.9954920411109924;1.2400054931640625;96.0;0.4637681245803833;0.4637681245803833;1.0;0.0;0.0;0.0;1.0
69.0;2.0;0.0;1.0;0.2000000029802322;0.2000000029802322;0.0021062570158392;0.0021062570158392;0.00177001953125;23.0;0.0638888925313949;0.0638888925313949;0.0;0.0;0.0;1.0;2.0
64.0;45.0;49.0;1.0;0.3333333432674408;0.3333333432674408;0.9954920411109924;0.9954920411109924;1.2400054931640625;96.0;0.4637681245803833;0.4637681245803833;1.0;0.0;0.0;0.0;3.0
69.0;2.0;0.0;1.0;0.2000000029802322;0.2000000029802322;0.0021062570158392;0.0021062570158392;0.00177001953125;23.0;0.0638888925313949;0.0638888925313949;0.0;0.0;0.0;1.0;4.0
69.0;2.0;0.0;1.0;0.2000000029802322;0.2000000029802322;0.0021062570158392;0.0021062570158392;0.00177001953125;23.0;0.0638888925313949;0.0638888925313949;0.0;0.0;0.0;1.0;5.0
65.0;8.0;32.0;1.0;0.3333333432674408;0.6666666865348816;0.1314311474561691;0.9858840703964232;0.0399932861328125;37.0;0.2102272659540176;0.4204545319080353;0.0;0.0;0.0;1.0;1.0
69.0;34.0;35.0;1.0;0.2000000029802322;0.4000000059604645;0.0051203835755586;0.0102316886186599;0.004302978515625;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;2.0
65.0;8.0;32.0;1.0;0.25;0.5;0.0161635465919971;0.1212451085448265;0.0399932861328125;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;1.0;3.0
69.0;35.0;36.0;1.0;0.2000000029802322;0.4000000059604645;0.0051203835755586;0.0102316886186599;0.004302978515625;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;4.0
69.0;34.0;35.0;1.0;0.2000000029802322;0.4000000059604645;0.0051203835755586;0.0102316886186599;0.004302978515625;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;5.0
65.0;12.0;32.0;1.0;0.3333333432674408;0.6666666865348816;0.854452908039093;0.9858840703964232;0.2600021362304687;37.0;0.2102272659540176;0.4204545319080353;0.0;0.0;0.0;1.0;1.0
69.0;0.0;32.0;1.0;0.2000000029802322;0.2000000029802322;0.356983333826065;0.356983333826065;0.2999954223632812;37.0;0.1027777791023254;0.1027777791023254;0.0;0.0;0.0;1.0;2.0
65.0;12.0;32.0;1.0;0.25;0.5;0.105081558227539;0.1212451085448265;0.2600021362304687;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;1.0;3.0
69.0;0.0;33.0;1.0;0.2000000029802322;0.2000000029802322;0.356983333826065;0.356983333826065;0.2999954223632812;37.0;0.1027777791023254;0.1027777791023254;0.0;0.0;0.0;1.0;4.0
69.0;0.0;32.0;1.0;0.2000000029802322;0.2000000029802322;0.356983333826065;0.356983333826065;0.2999954223632812;37.0;0.1027777791023254;0.1027777791023254;0.0;0.0;0.0;1.0;5.0
65.0;36.0;37.0;1.0;0.3333333432674408;0.3333333432674408;0.0141159361228346;0.0141159361228346;0.0042953491210937;102.0;0.5795454382896423;0.5795454382896423;1.0;0.0;0.0;0.0;1.0
69.0;39.0;35.0;1.0;0.2000000029802322;0.4000000059604645;0.00511130457744;0.0102316886186599;0.0042953491210937;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;2.0
65.0;36.0;37.0;1.0;0.25;0.25;0.0017359933117404;0.0017359933117404;0.0042953491210937;102.0;0.375;0.375;1.0;0.0;0.0;0.0;3.0
69.0;40.0;36.0;1.0;0.2000000029802322;0.4000000059604645;0.00511130457744;0.0102316886186599;0.0042953491210937;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;4.0
69.0;39.0;35.0;1.0;0.2000000029802322;0.4000000059604645;0.00511130457744;0.0102316886186599;0.0042953491210937;102.0;0.2833333313465118;0.5666666626930237;1.0;0.0;0.0;0.0;5.0
66.0;39.0;49.0;1.0;1.0;1.0;1.0;1.0;1.5500030517578125;96.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0
69.0;36.0;49.0;1.0;0.2000000029802322;0.2000000029802322;0.6306787133216858;0.6306787133216858;0.529998779296875;96.0;0.2666666805744171;0.2666666805744171;1.0;0.0;0.0;0.0;2.0
65.0;39.0;49.0;1.0;0.25;0.25;0.877018928527832;0.877018928527832;2.1699981689453125;96.0;0.3529411852359772;0.3529411852359772;1.0;0.0;0.0;0.0;3.0
69.0;37.0;51.0;1.0;0.2000000029802322;0.2000000029802322;0.6306787133216858;0.6306787133216858;0.529998779296875;96.0;0.2666666805744171;0.2666666805744171;1.0;0.0;0.0;0.0;4.0
69.0;36.0;49.0;1.0;0.2000000029802322;0.2000000029802322;0.6306787133216858;0.6306787133216858;0.529998779296875;96.0;0.2666666805744171;0.2666666805744171;1.0;0.0;0.0;0.0;5.0
67.0;41.0;49.0;1.0;0.5;0.5;0.9208936095237732;0.9208936095237732;0.0500030517578125;96.0;0.4848484992980957;0.4848484992980957;1.0;0.0;0.0;0.0;1.0
70.0;34.0;35.0;1.0;1.0;1.0;1.0;1.0;0.0042953491210937;102.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0
67.0;41.0;49.0;1.0;1.0;1.0;1.0;1.0;1.1800003051757812;96.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
70.0;35.0;36.0;1.0;1.0;1.0;1.0;1.0;0.0042953491210937;102.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0
70.0;34.0;35.0;1.0;1.0;1.0;1.0;1.0;0.0042953491210937;102.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0
67.0;44.0;39.0;1.0;0.5;0.5;0.079106368124485;0.079106368124485;0.0042953491210937;102.0;0.5151515007019043;0.5151515007019043;1.0;0.0;0.0;0.0;1.0
71.0;37.0;49.0;1.0;0.5;0.5;0.9937229752540588;0.9937229752540588;0.6800003051757812;96.0;0.4848484992980957;0.4848484992980957;1.0;0.0;0.0;0.0;2.0
69.0;1.0;0.0;1.0;0.1111111119389534;0.1111111119389534;0.002323578344658;0.002323578344658;0.00177001953125;23.0;0.0526315793395042;0.0526315793395042;0.0;0.0;0.0;1.0;3.0
71.0;38.0;51.0;1.0;0.5;0.5;0.9937229752540588;0.9937229752540588;0.6800003051757812;96.0;0.4848484992980957;0.4848484992980957;1.0;0.0;0.0;0.0;4.0
71.0;37.0;49.0;1.0;0.5;0.5;0.9937229752540588;0.9937229752540588;0.6800003051757812;96.0;0.4848484992980957;0.4848484992980957;1.0;0.0;0.0;0.0;5.0
69.0;1.0;0.0;1.0;0.1111111119389534;0.1111111119389534;0.002323578344658;0.002323578344658;0.00177001953125;23.0;0.0526315793395042;0.0526315793395042;0.0;0.0;0.0;1.0;1.0
71.0;39.0;35.0;1.0;0.5;0.5;0.0062770368531346;0.0062770368531346;0.0042953491210937;102.0;0.5151515007019043;0.5151515007019043;1.0;0.0;0.0;0.0;2.0
69.0;0.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0262504257261753;0.5907297134399414;0.0199966430664062;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;3.0
71.0;40.0;36.0;1.0;0.5;0.5;0.0062770368531346;0.0062770368531346;0.0042953491210937;102.0;0.5151515007019043;0.5151515007019043;1.0;0.0;0.0;0.0;4.0
71.0;39.0;35.0;1.0;0.5;0.5;0.0062770368531346;0.0062770368531346;0.0042953491210937;102.0;0.5151515007019043;0.5151515007019043;1.0;0.0;0.0;0.0;5.0
69.0;0.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0262504257261753;0.5907297134399414;0.0199966430664062;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;1.0
73.0;2.0;32.0;1.0;0.25;0.5;0.1292230784893036;0.4738398790359497;0.05999755859375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;2.0;2.0
69.0;2.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0131302205845713;0.5907297134399414;0.0100021362304687;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;3.0
73.0;2.0;33.0;1.0;0.25;0.5;0.1292230784893036;0.4738398790359497;0.05999755859375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;2.0;4.0
73.0;2.0;32.0;1.0;0.25;0.5;0.1292230784893036;0.4738398790359497;0.05999755859375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;2.0;5.0
69.0;2.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0131302205845713;0.5907297134399414;0.0100021362304687;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;1.0
73.0;8.0;32.0;1.0;0.25;0.5;0.3446168005466461;0.4738398790359497;0.160003662109375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;1.0;2.0
69.0;3.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0393806472420692;0.5907297134399414;0.029998779296875;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;2.0;3.0
73.0;8.0;33.0;1.0;0.25;0.5;0.3446168005466461;0.4738398790359497;0.160003662109375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;1.0;4.0
73.0;8.0;32.0;1.0;0.25;0.5;0.3446168005466461;0.4738398790359497;0.160003662109375;37.0;0.1360294073820114;0.2720588147640228;0.0;0.0;0.0;1.0;5.0
69.0;3.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0393806472420692;0.5907297134399414;0.029998779296875;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;2.0;1.0
73.0;39.0;35.0;1.0;0.25;0.25;0.0092513477429747;0.0092513477429747;0.0042953491210937;102.0;0.375;0.375;1.0;0.0;0.0;0.0;2.0
69.0;6.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0131302205845713;0.5907297134399414;0.0100021362304687;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;3.0
73.0;40.0;36.0;1.0;0.25;0.25;0.0092513477429747;0.0092513477429747;0.0042953491210937;102.0;0.375;0.375;1.0;0.0;0.0;0.0;4.0
73.0;39.0;35.0;1.0;0.25;0.25;0.0092513477429747;0.0092513477429747;0.0042953491210937;102.0;0.375;0.375;1.0;0.0;0.0;0.0;5.0
69.0;6.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0131302205845713;0.5907297134399414;0.0100021362304687;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;1.0
73.0;41.0;49.0;1.0;0.25;0.25;0.5169087648391724;0.5169087648391724;0.2399978637695312;96.0;0.3529411852359772;0.3529411852359772;1.0;0.0;0.0;0.0;2.0
69.0;7.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0525108650326728;0.5907297134399414;0.0400009155273437;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;2.0;3.0
73.0;42.0;51.0;1.0;0.25;0.25;0.5169087648391724;0.5169087648391724;0.2399978637695312;96.0;0.3529411852359772;0.3529411852359772;1.0;0.0;0.0;0.0;4.0
73.0;41.0;49.0;1.0;0.25;0.25;0.5169087648391724;0.5169087648391724;0.2399978637695312;96.0;0.3529411852359772;0.3529411852359772;1.0;0.0;0.0;0.0;5.0
69.0;7.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.0525108650326728;0.5907297134399414;0.0400009155273437;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;2.0;1.0
74.0;34.0;35.0;1.0;1.0;1.0;1.0;1.0;0.004302978515625;102.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0
69.0;11.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.4463273584842682;0.5907297134399414;0.339996337890625;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;3.0
74.0;35.0;36.0;1.0;1.0;1.0;1.0;1.0;0.004302978515625;102.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0
74.0;34.0;35.0;1.0;1.0;1.0;1.0;1.0;0.004302978515625;102.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0
69.0;11.0;32.0;1.0;0.1111111119389534;0.6666666865348816;0.4463273584842682;0.5907297134399414;0.339996337890625;37.0;0.0846681892871856;0.508009135723114;0.0;0.0;0.0;1.0;1.0
76.0;34.0;35.0;1.0;0.2000000029802322;0.2000000029802322;0.2390658110380172;0.2390658110380172;0.0042953491210937;102.0;0.2549999952316284;0.2549999952316284;1.0;0.0;0.0;0.0;2.0
69.0;45.0;49.0;1.0;0.1111111119389534;0.2222222238779068;0.0;0.4069466888904571;0.0;96.0;0.2196796387434005;0.4393592774868011;1.0;0.0;0.0;0.0;3.0
76.0;35.0;36.0;1.0;0.2000000029802322;0.2000000029802322;0.2390658110380172;0.2390658110380172;0.0042953491210937;102.0;0.2549999952316284;0.2549999952316284;1.0;0.0;0.0;0.0;4.0
76.0;34.0;35.0;1.0;0.2000000029802322;0.2000000029802322;0.2390658110380172;0.2390658110380172;0.0042953491210937;102.0;0.2549999952316284;0.2549999952316284;1.0;0.0;0.0;0.0;5.0
69.0;45.0;49.0;1.0;0.1111111119389534;0.2222222238779068;0.4069466888904571;0.4069466888904571;0.30999755859375;96.0;0.2196796387434005;0.4393592774868011;1.0;0.0;0.0;0.0;1.0
76.0;22.0;16.0;2.0;0.4000000059604645;0.4000000059604645;0.4484076499938965;0.4484076499938965;0.008056640625;187.0;0.4675000011920929;0.4675000011920929;0.0;0.0;2.0;0.0;2.0
69.0;37.0;49.0;1.0;0.1111111119389534;0.2222222238779068;0.4069466888904571;0.4069466888904571;0.30999755859375;96.0;0.2196796387434005;0.4393592774868011;1.0;0.0;0.0;0.0;3.0
76.0;23.0;17.0;2.0;0.4000000059604645;0.4000000059604645;0.4484076499938965;0.4484076499938965;0.008056640625;187.0;0.4675000011920929;0.4675000011920929;0.0;0.0;2.0;0.0;4.0
76.0;22.0;16.0;2.0;0.4000000059604645;0.4000000059604645;0.4484076499938965;0.4484076499938965;0.008056640625;187.0;0.4675000011920929;0.4675000011920929;0.0;0.0;2.0;0.0;5.0
69.0;37.0;49.0;1.0;0.1111111119389534;0.2222222238779068;0.0;0.4069466888904571;0.0;96.0;0.2196796387434005;0.4393592774868011;1.0;0.0;0.0;0.0;1.0
76.0;16.0;22.0;2.0;0.4000000059604645;0.4000000059604645;0.3125265538692474;0.3125265538692474;0.005615234375;111.0;0.2775000035762787;0.2775000035762787;0.0;0.0;0.0;2.0;2.0
70.0;44.0;49.0;1.0;0.3333333432674408;1.0;0.1925473660230636;1.0;0.6200027465820312;96.0;0.3333333432674408;1.0;1.0;0.0;0.0;0.0;3.0
76.0;17.0;23.0;2.0;0.4000000059604645;0.4000000059604645;0.3125265538692474;0.3125265538692474;0.005615234375;111.0;0.2775000035762787;0.2775000035762787;0.0;0.0;0.0;2.0;4.0
76.0;16.0;22.0;2.0;0.4000000059604645;0.4000000059604645;0.3125265538692474;0.3125265538692474;0.005615234375;111.0;0.2775000035762787;0.2775000035762787;0.0;0.0;0.0;2.0;5.0
70.0;44.0;49.0;1.0;0.75;0.5;0.983830988407135;0.986112654209137;0.600006103515625;96.0;0.7575757503509521;0.4848484992980957;1.0;0.0;0.0;0.0;1.0
77.0;3.0;32.0;1.0;0.3333333432674408;1.0;0.0047857020981609;1.0;0.0100021362304687;37.0;0.3333333432674408;1.0;0.0;0.0;0.0;2.0;2.0
70.0;39.0;49.0;1.0;0.3333333432674408;1.0;0.0962724983692169;1.0;0.30999755859375;96.0;0.3333333432674408;1.0;1.0;0.0;0.0;0.0;3.0
